Address,Old_Address,Latitude,Longitude,GeoAddress
"2148 17th  Street, 11229","2148 East 17th Street, #2R Brooklyn, NY 11229",40.664909,-73.9932851,"17th Street, Greenwood Heights, Brooklyn, Kings County, New York, 11215, United States"
"26 Dobbin  Street, 11222","26 Dobbin Street, 3rd Floor, Brooklyn, NY 11222",40.72354635135135,-73.95355162162163,"26, Dobbin Street, Greenpoint, Brooklyn, Kings County, New York, 11222, United States"
" Mill  Road, ","Winchester Div., 600 Powder  Mill Road, East Alton, IL 62024-1273",44.77952,-64.4503499,"Mill Road, Chester District Municipality, Lunenburg County, Nova Scotia, Canada"
" McCarter  Highway, 07104","P.O. Box 9410, 1271 McCarter Highway, Newark,  NJ 07104",40.725032,-74.174324,"McCarter Highway, Newark, Essex County, New Jersey, 07104, United States"
" Washington, Washington  Square,,  Ave, 12205","3 Washington Square, Washington Ave, Extension, Albany, NY 12205",39.6840072,-74.5759875,"Washington, Washington Township, Burlington County, New Jersey, United States"
"352 7TH  AVE, 10001","352 7TH AVE, 17TH FL, NEW YORK, NY 10001",40.7482815,-73.992821,"352, 7th Avenue, Flower District, Manhattan, New York County, New York, 10001, United States"
"590 Madison  Ave, 10022","590 Madison Ave, 16th FL, New York, NY 10022",40.762157450000004,-73.97303314307712,"590 Madison Avenue, 590, Madison Avenue, Midtown East, Manhattan, New York County, New York, 10037, United States"
"123 47Th  Street, 11232","123  47Th Street, P. O. Box 320187, Brooklyn, N.Y.  11232",40.651888400000004,-74.01655889001228,"123, 47th Street, Sunset Park, Brooklyn, Kings County, New York, 11232, United States"
125 PARK  AVENUE  10017,125 PARK AVENUE  9TH FLOOR  NEW YORK NY 10017,40.7518455,-73.9774502,"TD Bank, 125, Park Avenue, Murray Hill, Manhattan, New York County, New York, 10017, United States"
"60 42ND  STREET, 10165","60 EAST 42ND STREET, SUITE 1529, NY, NY 10165",40.7568119,-73.91885765289399,"32-60, 42nd Street, Steinway, Queens, Queens County, New York, 11103, United States"
335 Adams  Street  11201,"335 Adams Street Suite 700.  Brooklyn, N.Y.  11201",40.6935074,-73.9884247,"335, Adams Street, Downtown Brooklyn, Brooklyn, Kings County, New York, 11201, United States"
175 Central  Avenue  11714,175 Central Avenue South Bethpage N Y 11714,40.7395141,-73.4942228,"Central Avenue, Hempstead, Nassau County, New York, 11714, United States"
"150 LASER  COURT, 11788","150 LASER COURT, HAUPPAGE, N.Y.  11788",40.811981450000005,-73.26362633552637,"150, Laser Court, Hauppauge, Suffolk County, New York, 11788, United States"
"3349 Oak  Street, 33312","3349 Water Oak Street, Ft. Lauderdale, FL 33312",26.048599,-80.1145592,"Oak Street, Hollywood, Broward County, Florida, 33019, United States"
"545 8th  Avenue, 10018","545 8th Avenue, Suite 1900N, New York, NY 10018",40.7544981,-73.99219388901383,"545, 8th Avenue, Garment District, Manhattan, New York County, New York, 10018, United States"
"40 Hudson  Street, 10013","40 Hudson Street, 6th Floor, New York, NY 10013",40.717126699999994,-74.0088139,"40, Hudson Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
"16 Main  Street, 07728","16 West  Main Street, 2nd Floor, Freehold, NJ 07728",40.326431848484845,-74.24473936363636,"16, Main Street, Marlboro Maples, Bradevelt, Marlboro, Marlboro Township, Monmouth County, New Jersey, 07746, United States"
"855 Main  Avenue, ","855 East Main Avenue, P O Box 302, Zeeland, MI 49464-0302",39.4889935,-74.8721525,"855, Main Avenue, Richland, Buena Vista Township, Atlantic County, New Jersey, 08360, United States"
"160 71st  Street, 10023","160 West 71st Street, Room 2F, New York, NY 10023",40.793841633875026,-74.00403009394309,"160, 71st Street, Guttenberg, Hudson County, New Jersey, 07093, United States"
"162 Mill  Road, 10994","162 Old Mill Road, West Nyack NY. 10994",41.038019,-74.038412,"Mill Road, Park Ridge, Bergen County, New Jersey, 07656, United States"
" Orchard  Road, 10504","1 New Orchard Road, Armonk, NY 10504",1.3056286,103.8308001,"Orchard Road, Orchard, Singapore, Central, 238887, Singapore"
26-15 Ulmer  Street  11354,"26-15 Ulmer Street Inc., College Point, NY 11354",40.773907449999996,-73.83709939526713,"26-15, Ulmer Street, Queens, Queens County, New York, 11354, United States"
"55 43rd  street, 11378","55 - 15    43rd street, Maspeth,    NY 11378",40.730259,-73.9253173,"55-01, 43rd Street, Queens, Queens County, New York, 11378, United States"
"26 Southern  Boulevard, 11767","26 Southern Boulevard, Nesconset, NY 11767",40.85588559309776,-73.15987534310655,"26, Southern Boulevard, Hauppauge, Suffolk County, New York, 11767, United States"
941 HEMLOCK  ROAD  19543,"941 HEMLOCK ROAD P.O. BOX 219, MORGANTOWN, PA  19543",40.1484496090142,-75.8739258970911,"941, Hemlock Road, Morgantown, Caernarvon Township, Berks County, Pennsylvania, 19543, United States"
200 Varick  Street  10014,"200 Varick Street 9th Floor, New York, NY 10014",40.7284401,-74.005096,"SOB's, Varick Street, Hudson Square, Manhattan, New York County, New York, 10014, United States"
"208 Cherry  Avenue, 61223","208 Cherry Avenue, West Sayville, NY 117961223",41.8003072,-72.0081252,"208, Cherry Hill Road, Stetson Corner, Brooklyn, Windham County, Connecticut, 06234, United States"
100 Park  Drive  11797,"100 Crossways Park Drive West, Suite 104, Woodbury, NY  11797",40.76622,-73.459122,"Park Drive, Old Bethpage, Oyster Bay, Nassau County, New York, 11804, United States"
" Moonwalker  Road, 19946","One Moonwalker Road, Frederica, DE 19946",39.002998,-75.4875862,"MoonWalker Road, Kent County, Delaware, 19946, United States"
"2800 HOLLOW  ROAD, 53711","2800 WOODS HOLLOW ROAD, MADISON, WI  53711",42.7738183,-83.4129734,"Fox Hollow Road, Oakland County, Michigan, 48348, United States"
35 125TH  STREET  10035,"35 EAST 125TH STREET 6TH FLOOR NEW YORK, NY 10035",40.789725849999996,-73.84254435996272,"7-35, 125th Street, Silverpointe Estates, College Point, Queens, Queens County, New York, 11356, United States"
"17800   Street, 85255","17800 N 85st  Street, Scottsdale,    AZ   85255",45.69707,-73.581764,"boul. St-Charles / rue Île-des-Gardes, Chemin Saint-Charles, Terrebonne, Les Moulins, Lanaudière, Québec, J6V 1B8, Canada"
"4525 Main  Street, 23462","4525 Main Street, Suite 1500; Virginia Beach, VA 23462",36.8421532,-76.1325628,"Main Street, Virginia Beach Town Center, Virginia Beach, Virginia, 23462, United States"
"31 WINDSOR  PL, 11722","31 WINDSOR PL, PO BOX 9024, CENTRAL ISLIP, NY 11722",40.79451055,-73.17897985449991,"31, Windsor Place, Suffolk County, New York, 11722, United States"
"1860 Faraday  Drive, 20190","1860 Michael Faraday Drive, Suite 100, Reston VA 20190",14.7769671,121.0684096,"Faraday Street, San Jose del Monte, Bulacan, Central Luzon, 1427, Luzon"
14800 MARTIN  DRIVE  55344,"14800 MARTIN DRIVE EDENPRARIE, MI 55344",44.86371215,-93.46576833791767,"Nomad Technologies, 14800, Martin Drive, Eden Prairie, Hennepin County, Minnesota, 55344, United States"
" 213-99th  Avenue, 11429","213-99th Avenue, Queens Village NY 11429",40.7147675,-73.7442474,"JDRH Auto Body & Collision, 213-33, 99th Avenue, Bellaire, Queens, Queens County, New York, 11429, United States"
" Claire  Road, 08816","2 Claire Road, Suite 2D, East Brunswick, NJ  08816",40.4413585,-74.3971585,"Claire Road, Tanners Corner, Orchard Heights, East Brunswick Township, Middlesex County, New Jersey, 08882, United States"
"355 Rock  Road, ","355 Spook Rock Road, Box 2, Suite I-503, Suffern, NY  10901-5314",37.40923038288461,-88.6139530616291,"355, Rock Road, Rock, Pope County, Illinois, 62938, United States"
"33474 ISLANDER  DRIVE, 19966","33474 ISLANDER DRIVE, MILLSBORO, DE 19966",38.612132149999994,-75.17060574223107,"33474, Islander Drive, Millsboro, Sussex County, Delaware, 19966, United States"
"10231 Slater  Ave,, alley, 92708","10231 Slater Ave, Suite 117, Fountain Valley, CA 92708",33.7089955,-117.9489335,"Slater Avenue, Colonia Juarez, Fountain Valley, Orange County, California, 92708, United States"
"20010 Fisher  Avenue, 20837","20010 Fisher Avenue, 2nd Fl.Poolesville, MD 20837",39.146257331207835,-77.41802003624007,"20010, Fisher Avenue, Poolesville, Montgomery County, Maryland, 20837, United States"
"1220 Washington  Ave, 12226","1220 Washington Ave, Bldg. 9, Albany, NY 12226",42.6775296,-73.8052747,"1220, Washington Avenue, Albany, Albany County, New York, 12226, United States"
"70 Horseblock  Road, 11980","70 Horseblock Road, Unit 8, Yaphank, NY 11980",40.80760629812812,-72.9452529502964,"70, Horseblock Road, Suffolk County, New York, 11980, United States"
" Henrietta  Street, 11801","1 Henrietta Street,  Hicksville,       NY   11801",40.7600837,-73.5461978,"Henrietta Street, Oyster Bay, Nassau County, New York, 11801, United States"
"123 Wacker  Drive, ","123 N Wacker Drive, Chicago IL 60606-1743",32.36309040771529,-90.1736473933863,"123, Wacker Drive, Jackson, Hinds County, Mississippi, 39206, United States"
"10 Highridge  Road, 10604","10 Highridge Road, West Harrison, NY 10604",41.04580596986839,-73.73864989217803,"10, Highridge Road, Town of Harrison, Westchester County, New York, 10604, United States"
"548 York  Avenue, 11225","548 New York Avenue, Suite A, Brooklyn, NY       11225",40.7595897,-73.9590454,"York Avenue, Lenox Hill, Manhattan, New York County, New York, 10128, United States"
"133-10 39th  Avenue, 11354","133-10 39th Avenue, Flushing, N.Y. 11354",40.75888605,-73.83391634898305,"133-10, 39th Avenue, Queens, Queens County, New York, 11354, United States"
"210 11th  Avenue, 10001","210 11th Avenue, 2nd Floor, New York, N.Y. 10001",40.7499809,-74.0059903,"210, 11th Avenue, Manhattan Community Board 4, Manhattan, New York County, New York, 10001, United States"
"840 Bartlett  Road, 60103","840 West Bartlett Road, Suite 3, Bartlett,   IL  60103",41.97699232939349,-88.18376460300453,"840, Bartlett Road, Bartlett, DuPage County, Illinois, 60103, United States"
" Stone, Ridge  Ridge  11791","1 Stone Ridge Court, Syosset, NY  11791",40.63138815,-74.028499506621,"The Ridge, 268, Bay Ridge Parkway, Bay Ridge, Brooklyn, Kings County, New York, 11209, United States"
"4049 4049, Bay  St ,  Road, ","4049 St Margarets Bay Road, Hubley Nova Scotia, B3Z1C2 Canada",45.3448539,-75.8215588,"4049, Aero Drive, Lakeview, Bay, Nepean, Ottawa, Eastern Ontario, Ontario, K2H 7V4, Canada"
"255 36TH  Street, 10018","255 West 36TH Street, Suite 505, New York, NY 10018",40.65668688888889,-74.00816688888888,"255, 36th Street, Greenwood Heights, Brooklyn, Kings County, New York, 11232, United States"
"265 Davidson  Avenue, 08873","265 Davidson Avenue, Suite 220, Somerset, NJ 08873",40.533763666666665,-74.527476,"265, Davidson Avenue, Franklin Township, Somerset County, New Jersey, 08873, United States"
444 86TH  STREET  10028,444 EAST 86TH STREET 16-G  NEW YORK NY 10028,40.7794939,-73.9555295,"86th Street, East 86th Street, Upper East Side, Carnegie Hill, Manhattan, New York County, New York, 10028, United States"
1800   Avenue  97124,"1800 NE  25th   Avenue Suite 15, Hillsboro,   OR    97124",36.9552056,14.5286567,"Vittoria 1, Via dell'Acate, Vittoria, Ragusa, Sicilia, 97019, Italia"
"25 First  Street, 02141","25 First Street, 4th Floor, Cambridge,  MA  02141",42.3694571,-71.0775323,"Arteaus Therapeutics, 25, First Street, East Cambridge, Cambridge, Middlesex County, Massachusetts, 02141, United States"
"120 Fulton  Street, 10038","120 Fulton Street, 3rd Floor; New York, NY 10038",40.709910199999996,-74.00756658078409,"120, Fulton Street, Financial District, Manhattan, New York County, New York, 10038, United States"
"22 27th  Street, 10001","22 West 27th Street, Fl # 5, New York, NY  10001",40.7513095,-73.9389548,"41-22, 27th Street, Court Square, Queens, Queens County, New York, 11101, United States"
215 Park  Avenue  10003,"215 Park Avenue South, 4th Floor, New York, NY 10003",40.69629475,-73.97021068345748,"215, Park Avenue, Fort Greene, Brooklyn, Kings County, New York, 11205, United States"
 MAXESS  ROAD  ,MSC INDUSTRIAL SUPPLY CO 75 MAXESS ROAD (LI SALES BRANC MELVILLE,40.766849,-73.4154511,"Maxess Road, Lower Melville, Suffolk County, New York, 11747, United States"
"37 Mall  Drive, 11747","37 East Mall Drive, Melville, NY 11747",28.4458118,-81.4003038,"37, Florida Mall Avenue, The Florida Mall, Oak Ridge, Orange County, Florida, 32809, United States"
"3201 KINGS  HIGHWAY, 11234","3201 KINGS HIGHWAY, SUITE 137, BROOKLYN, NY  11234",40.6186724,-73.9429742835031,"Mount Sinai Brooklyn, 3201, Kings Highway, Flatlands, Brooklyn, Kings County, New York, 11234, United States"
"80 Bay  Street, 10301","80 Bay Street, Landing Suite 5A, Staten Island NY 10301",40.6399948,-74.0758445,"80, Bay Street, Saint George, Staten Island, Richmond County, New York, 10301, United States"
"1274 49th  Street, 11219","1274 49th Street, Suite 25, Brooklyn, NY 11219",40.6351606,-73.9925486,"1274, 49th Street, Sunset Park, Brooklyn, Kings County, New York, 11219, United States"
" Dunton  Court, 11731","7 Dunton Court, East Northport, NY  11731",40.8807958,-73.3329826,"Dunton Court, Suffolk County, New York, 11731-1099, United States"
" Dell  Avenue, 07847","T/A Major Police Supply, 47 N Dell Avenue, Kenvil NJ. 07847",40.901527,-74.701303,"Dell Avenue, Netcong, Morris County, New Jersey, 07857, United States"
840 Bartlett  Road  60103,"840 West Bartlett Road Suite 3,   Bartlett,  IL  60103",41.97699232939349,-88.18376460300453,"840, Bartlett Road, Bartlett, DuPage County, Illinois, 60103, United States"
"10 Barclay  Street, 10007","10 Barclay Street, Suite 16C NY,NY 10007",40.71203908333334,-74.00840258333334,"10, Barclay Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10007, United States"
"23-23 Borden  Avenue, 11101","23-23 Borden Avenue, 2nd Floor, Long Island City, NY 11101",40.7399572,-73.9465814,"23-23, Borden Avenue, Hunters Point, Queens, Queens County, New York, 11101, United States"
"270 2nd  Street, 10009","270 East 2nd Street, NY, NY 10009",40.67399413253012,-73.98422168674698,"270, 2nd Street, Park Slope, Brooklyn, Kings County, New York, 11215, United States"
"100 Airpark  Drive, 14624","100 Airpark Drive, Rochester NY. 14624",43.1153224,-77.6599078990208,"100, Airpark Drive, Rochester, Chili, Monroe County, New York, 14624, United States"
814 MONTAUK  HIGHWAY  11705,"814 MONTAUK HIGHWAY   BAYPORT, NY 11705",40.74705476923077,-73.05103669230769,"814, Montauk Highway, Suffolk County, New York, 11705, United States"
"235 Park  Avenue, 10167","235 Park Avenue, 22nd Floor, NY, NY 10167",40.740307,-74.0327025,"235, Park Avenue, Hoboken, Hudson County, New Jersey, 07030, United States"
"45-11 33rd  Street, 11101","45-11  33rd Street, Long Island City,   NY   11101",40.7434353,-73.9318029,"45-11, 33rd Street, Sunnyside, Queens, Queens County, New York, 11101, United States"
"105 Maxess  Road, 11747","105 Maxess Road, Ste 111, Melville, Ny 11747",40.7725905,-73.4128361329451,"105, Maxess Road, Suffolk County, New York, 11747, United States"
"285 DAVIDSON  AVE, 08873","285 DAVIDSON AVE, SUITE 202, SOMERSET, NJ 08873",40.5329815,-74.5282805,"285, Davidson Avenue, Franklin Township, Somerset County, New Jersey, 08873, United States"
"110 Park  Road, 60172","110 E Irving Park Road, 4th FL, Roselle IL, 60172",55.6824555,12.54590730272777,"T172, Fuglevangsvej, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1962, Danmark"
"526 26th  Street, 10001","526 West 26th Street, Suite 422, New York, NY 10001",40.769296999999995,-74.032526875,"526, 26th Street, Union City, Hudson County, New Jersey, 07087, United States"
"316 84th  Street, 10024","316 West 84th Street, #2F, New York, NY 10024",40.761536,-73.8845581,"84th Street, North Beach, Jackson Heights, Queens, Queens County, New York, 11372, United States"
"   Street, 33132","7    NW   2      Street, Miami,       FL    33132",25.784048482287098,-80.18894582793986,"Miami, Miami-Dade County, Florida, 33132, United States"
215 Park  Avenue  10003,"215 Park Avenue South, 4th Floor, New York, NY 10003",40.69629475,-73.97021068345748,"215, Park Avenue, Fort Greene, Brooklyn, Kings County, New York, 11205, United States"
"1194 MAIN  STREET, 17506","1194 MAIN STREET, P.O. BOX 127, BLUE HALL PA  17506",40.11998388170113,-76.04439474248151,"1194, Main Street, Blue Ball, Lancaster County, Pennsylvania, 17519, United States"
"89-12 169th  Street, 11432","89-12 169th Street, 1st Floor, Jamaica, NY 11432",40.708778550000005,-73.79218743715921,"89-12, 169th Street, Hillside, Queens, Queens County, New York, 11432, United States"
"20 California  Avenue, 07503","20 California Avenue, Patterson NJ 07503",40.901660938775514,-74.15765359183673,"20, California Avenue, Paterson, Passaic County, New Jersey, 07503, United States"
"3481 Whitby, High  Lane,,  Ridge, 63049","3481 Whitby Lane, High Ridge,    MO 63049",-31.9310645,116.0054549,"Whitby Pass, High Wycombe, City Of Kalamunda, Western Australia, 6057, Australia"
"590 Madison  Avenue, 10022","590 Madison Avenue, 21st Floor, New York, NY 10022",40.762157450000004,-73.97303314307712,"590 Madison Avenue, 590, Madison Avenue, Midtown East, Manhattan, New York County, New York, 10037, United States"
"489 Fifth  Avenue, 10017","489 Fifth Avenue, 14th Floor, New York, NY 10017",40.75227165,-73.98137050911458,"461 Fifth Avenue, 461, 5th Avenue, Midtown South, Manhattan, New York County, New York, 10017, United States"
"125 Broad  St, 10004","125 Broad St, 15th Fl, Ny, NY 10004",40.70233915,-74.01051723824227,"Two New York Plaza, 125, Broad Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States"
"350 Michael  Drive, 11791","350 Michael Drive, Syosset, NY 11791",40.803158866457004,-73.51597299686057,"350, Michael Drive, Oyster Bay, Nassau County, New York, 11791, United States"
40-49 72ND  STREET  11377,"40-49 72ND STREET  WOODSIDE, NY 11377",40.7451765,-73.89305052932593,"40-49, 72nd Street, Queens, Queens County, New York, 11377, United States"
"48 WALL  STREET, 10005","48 WALL STREET, 11th FLOOR, NEW YORK, NY  10005",40.706472000000005,-74.00911875691584,"Bank of New York Building, 48, Wall Street, Financial District, Manhattan, New York County, New York, 10005, United States"
"10461 GRANITE  DRIVE, 22124","10461 WHITE GRANITE DRIVE, Suite 250, Oakton, VA 22124",40.746701,-73.84422475431187,"Granite Steps, Queens, Queens County, New York, United States"
"37 Cherry  Street, ","37 West Cherry Street, PO Box 1044, Rahway, NJ 07065-1044",41.496014076923075,-71.32038717948718,"37, Cherry Street, Newport, Newport County, Rhode Island, 02840, United States"
"33-30 127th  Place, 11368","33-30 127th Place, Corona, N.Y.  11368",40.76113185,-73.8426746351327,"33-30, 127th Place, Queens, Queens County, New York, 11368, United States"
"260 39th  Street, 10001","260 West 39th Street, Suite 302, New York, NY 10001",40.654145150000005,-74.00919061441452,"260, 39th Street, Sunset Park, Brooklyn, Kings County, New York, 11232, United States"
"48-14 36th  Street, 11101","48-14  36th Street, Long Island City, NY  11101",40.74005525,-73.93005335673575,"48-14, 36th Street, Sunnyside, Queens, Queens County, New York, 11101, United States"
"295 LAFAYETTE  STREET, 10012","295 LAFAYETTE STREET, #920, NEW YORK N.Y 10012",40.724465,-73.995705,"295, Lafayette Street, Little Italy, Manhattan, New York County, New York, 10012, United States"
"80 Maiden  Lane, 10038","80 Maiden Lane, Suite 501, New York, NY  10038",40.7062169,-74.0061101,"Maiden Lane, Financial District, Manhattan, New York County, New York, 10038, United States"
"213-19 99th  Avenue, 11429","213-19 99th Avenue, Queens Village, New York 11429",40.7147264,-73.74479047934399,"213-19, 99th Avenue, Bellaire, Queens, Queens County, New York, 11429, United States"
"1400 Currency  Street, 78219","1400 Currency Street, San Antonio, TX 78219",29.44191,-98.416553,"1400, Currency Drive, San Antonio, Bexar County, Texas, 78219, United States"
1328 1328  Highway  ,"1328 Highway #6, Amherst Nova Scotia,    NS      B4H  3 - Y6",35.759748884925955,-79.42343424720595,"1328, Smith Hudson Road, Chatham County, North Carolina, 27344, United States"
88 COMMERCIAL  STREET  05074,88 COMMERCIAL STREET  GLOUCESTER MA 019305074,25.0445814,121.5613062377907,"臺北文創大樓, 88, 菸廠路, 新仁里, 信義區, 興雅, 臺北市, 11072, 臺灣"
100 Centre  Drive  14623,"100 Towne Centre Drive Ste 4 Rochester, NY 14623",43.095973033783785,-77.63434182432432,"100, Center Drive, Brighton, Monroe County, New York, 14623, United States"
 HUDSON  STREET  ,DBA EL DIARIO/LA PRENSA 345 HUDSON STREET  13TH FLOOR NEW YORK NY,62.0000001,-70.0000001,"Hudson Strait, ᕿᑭᖅᑖᓗᒃ Qikiqtaaluk Region, ᓄᓇᕗᑦ Nunavut, Canada"
"60 COMMERCE  PLACE, 11801","60 B COMMERCE PLACE, HICKSVILLE, N.Y.  11801",40.75924185,-73.50383535,"60, Commerce Street, Oyster Bay, Nassau County, New York, 11801, United States"
"12015 46th  Avenue, 80239","12015 East 46th Avenue, Suite 250 Denver, CO 80239",39.779379,-104.84953945925636,"12015, East 46th Avenue, Denver, Denver County, Colorado, 80239, United States"
"40-46   Street, 11101","40-46 28TH  Street, Long Island City, N.Y.  11101",39.779379,-104.84953945925636,"12015, East 46th Avenue, Denver, Denver County, Colorado, 80239, United States"
"30 KELLER  ROAD, 32810","30 S. KELLER ROAD, SUITE 100, ORLANDO, FL  32810",28.619861413051286,-81.39807635679915,"30, Keller Road, Maitland, Eatonville, Orange County, Florida, 32810, United States"
3227 WALTER  DRIVE  29455,"3227 WALTER DRIVE  BLDG B, JOHNS ISLAND, S.C.  29455",32.730547,-80.059357,"3227, Walter Drive, Stafford Heights, Charleston, Charleston County, South Carolina, 29455, United States"
"315 Hudson  Street, 10013","315 Hudson Street, 2nd Floor NY, NY 10013",40.7263874,-74.0076352,"315, Hudson Street, Hudson Square, Manhattan, New York County, New York, 10013, United States"
"145 HUDSON  STREET, 10013","145 HUDSON STREET, 3RD FLOOR, NEW YORK, NY 10013",40.7210619,-74.008575,"145 A, Hudson Street, Tribeca, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States"
"15-05 132nd  Street, 11356","15-05 132nd Street, 1st Fl., College Point, NY  11356",40.7856006,-73.8363285,"132nd Street, Silverpointe Estates, Queens, Queens County, New York, 11356, United States"
48 Service  Road  11747,"48 South Service Road STE 200, Melville, NY 11747",40.7835411,-73.4371344,"48, Long Island Expressway, Suffolk County, New York, 11747, United States"
"4401 FORD  AVE, 22302","4401 FORD AVE, SUITE 600, ALEXANDRIA, VA 22302",38.836795699999996,-77.10446032646871,"4401, Ford Avenue, John Adams, Fort Ward Heights, Alexandria, Virginia, 22302, United States"
1933 1933  Highway  07719,"1933 Highway 35 Suite 356, Wall, New Jersey, 07719",50.8628739,4.5105717,"1933, Tramlaan, Sterrebeek, Zaventem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1933, België / Belgique / Belgien"
" DELL  WAY, 78682","ONE DELL WAY, MS RR8-07, ROUND ROCK, TX  78682",30.4868577,-97.6668546,"Dell Way, Dell, Round Rock, Williamson County, Texas, 78664, United States"
 PINNACLE  COURT  11746,"6 PINNACLE COURT  DIX HILLS, NY 11746",40.8138601,-73.3241682,"Pinnacle Court, Suffolk County, New York, 11746, United States"
"27 Sixth  Street, 10801","27 Sixth Street, New Rochelle, NY 10801",41.636516,-70.928166,"Sixth Street, New Bedford, Bristol County, Massachusetts, 02740, United States"
"50714 National  Rd, 43950","50714 National Rd, St. Clairsville, OH 43950",40.0669138,-80.8185532,"National Road, Blaine, Belmont County, Ohio, 43909, United States"
"70 Commerce  Place, 11801","70 Commerce Place, Hicksville, NY 11801",40.759212500000004,-73.5031251,"70, Commerce Street, Oyster Bay, Nassau County, New York, 11801, United States"
"3149 Perry  Ave, ","3149 Perry Ave, Apt 5B, Bronx NY 1467",32.464427,-83.721841,"Perry Avenue, Perry, Houston County, Georgia, 31069, United States"
"1910 ARTHUR  AVENUE, 10457","1910 ARTHUR AVENUE, 4TH FLOOR, BRONX, NY  10457",40.845440749999995,-73.89302124536346,"1910, Arthur Avenue, The Bronx, Bronx County, New York, 10457, United States"
110 PARKWAY  DRIVE  11788,"110 PARKWAY DRIVE SOUTH SUITE HAUPPAUGE, NY  11788",14.5532821,121.0262585,"Parkway Drive, Ayala Center Makati, Makati 1st District, Makati, 1224, Luzon"
"49 37th  Street, 10018","49 W. 37th Street, 12th Floor, New York, New York  10018",40.7649336,-73.9161886,"Bright Family Medical Center, 28-49, 37th Street, Queens, Queens County, New York, 11101, United States"
"458 Johnson  Avenue, 11716","458 Johnson Avenue, Bohemia,    NY   11716",40.77178855,-73.09320725212598,"458, Johnson Avenue, Suffolk County, New York, 11716, United States"
485 LEXINGTON  AVENUE  10017,485 LEXINGTON AVENUE  16TH FLO  NEW YORK NY 10017,40.75409625,-73.97363014402868,"485 Lexington Avenue, East 46th Street, Manhattan Community Board 6, Manhattan, New York County, New York, 10017, United States"
"480 Forest  Avenue,, alley, ","480 Forest Avenue, Locus Valley, New York  11560-0707",42.36909908080808,-83.47081678787879,"480, Forest Avenue, Plymouth, Wayne County, Michigan, 48170, United States"
"863 VIEW ALLEY ,  ROAD  15330",863 VALLEY VIEW ROAD  EIGHTY FOUR PA 15330,45.409086099999996,-122.81360167565603,"15330, Southwest 133rd Avenue, Tigard, Metro, Washington County, Oregon, 97224, United States"
555 US  Highway  ,"555 US Highway 1 South, Suite 250",49.0996212,1.9705457,"Us, Rue de la Gare, La Ferme du Château, Us, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95450, France"
"35-12 19th  Avenue, 11105","35-12 19th Avenue, Suite 2e, Astoria, NY 11105",40.7816318,-73.9086257,"19th Avenue, Con Edison, Queens, Queens County, New York, 11105, United States"
"140 Bridges  Road, 29662","140 Bridges Road, Suite E, Mauldin, South Carolina  29662",34.7905526,-82.28167409182653,"140, Bridges Road, Holly Springs, Mauldin, Greenville County, South Carolina, 29662, United States"
"1480 Grandview  Avenue, 08086","1480 Grandview Avenue, PO Box 29, Thorofare, NJ 08086",39.83257923198891,-75.20369221440485,"1480, Grandview Avenue, Gloucester County, New Jersey, 08066, United States"
1933 1933  HWY  07719,"1933 HWY 35 #356, WALL, NJ 07719",50.8628739,4.5105717,"1933, Tramlaan, Sterrebeek, Zaventem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1933, België / Belgique / Belgien"
68 Jay  Street  11201,"68 Jay Street #113, Brooklyn, NY  11201",40.7030075,-73.9868156,"68 Jay Street Bar, 68, Jay Street, DUMBO, Brooklyn, Kings County, New York, 11201, United States"
 STEEL  ROAD  19067,ONE STEEL ROAD EAST  MORRISVILLE PA 19067,52.4055477,-1.9752423,"Steel Road, West Heath, Turves Green, Birmingham, West Midlands Combined Authority, West Midlands, England, B31, United Kingdom"
 Dell  Way  78682,"One Dell Way RR8-2 E009, Round Rock TX 78682",30.4868577,-97.6668546,"Dell Way, Dell, Round Rock, Williamson County, Texas, 78664, United States"
100 Park  Drive  11797,"100 Crossways Park Drive West, Suite 104, Woodbury, NY  11797",40.76622,-73.459122,"Park Drive, Old Bethpage, Oyster Bay, Nassau County, New York, 11804, United States"
"1910 PARK  DRIVE, 85755","1910 E. INNOVATION PARK DRIVE, TUCSON, AZ  85755",14.585386,121.0770625,"Park Drive, Purok 5, Ugong, Pasig, Second District, 1604, Luzon"
"3900 Early  Road, 22801","3900 Early Road, P.O. Box 1890, Harrisonburg, VA  22801",38.39230042020393,-78.91231673772778,"3900, Early Road, Harrisonburg, Rockingham County, Virginia, 22801, United States"
"12100 Center  Drive, 60693","12100 Collections Center Drive, Chicago IL 60693",23.0076272,-82.3956029,"El Doctor, 27720, 198, Baluarte, Boyeros, La Habana, La Lisa, 19220, Cuba"
"3325 Sunset  Road, 89118","3325 W. Sunset Road, Suite F, Las Vegas, NV  89118",36.070299,-115.305696,"Sunset Road, Sunset Canyon Apartments, Spring Valley, Clark County, Nevada, 89148, United States"
